0101||0|Live horses, asses, mules and hinnies:|||||
1806.32.06|00|7|Containing less than 21 percent by weight of milk solids|kg kg cmsc|37.2¢/kg + 4.3%|Free (JO,MX) 24.8¢/kg + 2.8% (PE) 29.7¢/kg + 3.4% (KR) 32.2¢/kg + 3.7% (CO) 32.2¢/kg + 3.7% (PA) 37.2¢/kg + 4.3% (P)(s) See 9910.04.50, 9910.04.62 (SG) See 9911.04.30, 9911.04.40 (CL) See 9912.04.30, 9912.04.42 (MA) See 9913.04.25 (AU) See 9914.04.30, 9914.04.42 (BH) See 9915.04.30, 9915.04.42, 9915.04.66 (P+) See 9916.04.30, 9916.04.42 (OM)|43.8¢/kg + 5%|<desc> See subheadings 9904.18.09-9904.18.18.
1806.32.08|00|7|Other|kg kg cmsc|52.8¢/kg + 4.3%|Free (JO,MX) 35.2¢/kg + 2.8% (PE) 42.2¢/kg + 3.4% (KR) 45.7¢/kg + 3.7% (CO) 45.7¢/kg + 3.7% (PA) 52.8¢/kg + 4.3% (P)(s) See 9910.04.50, 9910.04.63 (SG) See 9911.04.30, 9911.04.41 (CL) See 9912.04.30, 9912.04.43 (MA) See 9913.04.25 (AU) See 9914.04.30, 9914.04.43 (BH) See 9915.04.30, 9915.04.43, 9915.04.67 (P+) See 9916.04.30, 9916.04.43 (OM)|62.1¢/kg + 5%|<desc> See subheadings 9904.18.09-9904.18.18.
||5|Other:|||||
1806.32.14|00|6|Described in additional U.S. note 3 to this chapter and entered pursuant to its provisions|kg kg cmsc|5%|Free (A,BH,CA,CL,CO,E,IL,J,JO,MA,OM,P,PA,PE,SG) 3% (KR)|40%|
||6|Other:|||||
1806.32.16|00|7|Containing less than 21 percent by weight of milk solids|kg kg cmsc|37.2¢/kg + 4.3%|Free (JO,MX) 24.8¢/kg + 2.8% (PE) 29.7¢/kg + 3.4% (KR,PA) 32.2 ¢/kg + 3.7% (CO) 37.2¢/kg + 4.3% (P)(s) See 9910.04.50, 9910.04.62 (SG) See 9911.04.30, 9911.04.40 (CL) See 9912.04.30, 9912.04.42 (MA) See 9913.04.25 (AU) See 9914.04.30, 9914.04.42 (BH) See 9915.04.30, 9915.04.42, 9915.04.66 (P+) See 9916.04.30, 9916.04.42 (OM)|43.8¢/kg + 5%|<desc> See subheadings 9904.18.19-9904.18.30.
1806.32.18|00|7|Other|kg kg cmsc|52.8¢/kg + 4.3%|Free (JO,MX) 35.2¢/kg + 2.8% (PE) 45.7¢/kg + 3.7% (PA) 45.7¢/kg + 3.7% (CO) 47.5¢/kg + 3.8% (KR) 52.8¢/kg + 4.3%(P)(s) See 9910.04.50, 9910.04.63 (SG) See 9911.04.30, 9911.04.41 (CL) See 9912.04.30, 9912.04.43 (MA) See 9913.04.25 (AU) See 9914.04.30, 9914.04.43 (BH) See 9915.04.30, 9915.04.43, 9915.04.67 (P+) See 9916.04.30, 9916.04.43 (OM)|62.1¢/kg + 5%|<desc> See subheadings 9904.18.19-9904.18.30.
1806.32.30|00|4|Other|kg|4.3%|Free (A,AU,BH,CA,CL,CO,E,IL,J,JO,KR,MA,MX,OM,P,PA,PE,SG)|40%|
||3|Other:|||||
1806.32.55|00|4|Described in general note 15 of the tariff schedule and entered pursuant to its provisions|kg|7%|Free (A,AU,BH,CA,CL,CO,E,IL,J,JO,MA,MX,OM,P,PA,PE,SG) 4.2% (KR)|40%|
||4|Other, dairy products described in additional U.S. note 1 to chapter 4:|||||
1806.32.60|00|5|Described in additional U.S. note 10 to chapter 4 and entered pursuant to its provisions|kg kg cmsc|7%|Free (A,AU,BH,CA,CL,CO,E,IL,J,JO,MA,OM,P,PA,PE,SG) 4.2% (KR)|40%|
||5|Other:|||||
1806.32.70|00|6|Containing less than 21 percent by weight of milk solids|kg kg cmsc|37.2¢/kg + 6%|Free (JO,MX) 29.7¢/kg + 4.8% (PA) 37.2¢/kg + 6% (P)(s) See 9910.04.50, 9910.04.66 (SG) See 9920.04.10, 9920.04.22 (KR) See 9911.04.30, 9911.04.44 (CL) See 9912.04.30, 9912.04.46 (MA) See 9913.04.25 (AU) See 9914.04.30, 9914.04.46 (BH) See 9915.04.30, 9915.04.46, 9915.04.70 (P+) See 9916.04.30, 9916.04.46 (OM) See 9917.04.20, 9917.04.32 (PE) See 9918.04.60 9918.04.80 (CO)|43.8¢/kg + 7%|<desc> See subheadings 9904.04.50-9904.05.01.
1806.32.80|00|6|Other|kg kg cmsc|52.8¢/kg + 6%|Free (JO,MX) 45.7¢/kg + 5.2% (PA) 52.8¢/kg + 6% (P)(s) See 9910.04.50, 9910.04.67 (SG) See 9920.04.10, 9920.04.23 (KR) See 9911.04.30, 9911.04.45 (CL) See 9912.04.30, 9912.04.47 (MA) See 9913.04.25 (AU) See 9914.04.30, 9914.04.47 (BH) See 9915.04.30, 9915.04.47, 9915.04.71 (P+) See 9916.04.30, 9916.04.47 (OM) See 9917.04.20, 9917.04.33 (PE) See 9918.04.60 9918.04.80 (CO)|62.1¢/kg + 7%|<desc> See subheadings 9904.04.50-9904.05.01.
1806.32.90|00|4|Other|kg|6%|Free (A,BH,CA,CL,CO,E,IL,J,JO,MA,MX,OM,P,PA,PE,SG) 0.6% (AU) 3.6% (KR)|40%|
1806.90||1|Other:|||||
1806.90.01|00|2|Described in general note 15 of the tariff schedule and entered pursuant to its provisions|kg|3.5%|Free (A,AU,BH,CA,CL,CO,E,IL,J,JO,KR,MA,MX,OM,P,PA,PE,SG)|40%|
||2|Other:|||||
||3|Dairy products described in additional U.S. note 1 to chapter 4:|||||
1806.90.05|00|4|Described in additional U.S. note 10 to chapter 4 and entered pursuant to its provisions|kg kg cmsc|3.5%|Free (A,AU,BH,CA,CL,CO,E,IL,J,JO,MA,OM,P,PA,PE,SG) 2.1% (KR)|40%|
||4|Other:|||||
1806.90.08|00|5|Containing less than 21 percent by weight of milk solids|kg kg cmsc|37.2¢/kg + 6%|Free (JO,MX) 32.2¢/kg + 5.2% (PA) 37.2¢/kg + 6% (P)(s) See 9910.04.50, 9910.04.66 (SG) See 9920.04.10, 9920.04.22 (KR) See 9911.04.30, 9911.04.44 (CL) See 9912.04.30, 9912.04.46 (MA) See 9913.04.25 (AU) See 9914.04.30, 9914.04.42(BH) See 9915.04.30, 9915.04.46, 9915.04.70 (P+) See 9916.04.30, 9916.04.46 (OM) See 9917.04.20, 9917.04.32 (PE) See 9918.04.60 9918.04.80 (CO)|43.8¢/kg + 7%|<desc> See subheadings 9904.04.50-9904.05.01.
1806.90.10|00|5|Other|kg kg cmsc|52.8¢/kg + 6%|Free (JO,MX) 45.7¢/kg + 5.2% (PA) 52.8¢/kg + 6% (P)(s) See 9910.04.50, 9910.04.67 (SG) See 9920.04.10, 9920.04.23 (KR) See 9911.04.30, 9911.04.45 (CL) See 9912.04.30, 9912.04.47 (MA) See 9913.04.25 (AU) See 9914.04.30, 9914.04.47 (BH) See 9915.04.30, 9915.04.47, 9915.04.71 (P+) See 9916.04.30, 9916.04.47 (OM) See 9917.04.20, 9917.04.33 (PE) See 9918.04.60 9918.04.80 (CO)|62.1¢/kg + 7%|<desc> See subheadings 9904.04.50-9904.05.01.
||3|Other:|||||
||4|Containing butterfat or other milk solids (excluding articles for consumption at retail as candy or confection):|||||
||5|Containing over 5.5 percent by weight of butterfat:|||||
1806.90.15|00|6|Described in additional U.S. note 2 to this chapter and entered pursuant to its provisions|kg kg cmsc|3.5%|Free (A,AU,BH,CA,CL,CO,E,IL,J,JO,MA,OM,P,PA,PE,SG) 2.1% (KR)|40%|
||6|Other:|||||
1806.90.18|00|7|Containing less than 21 percent by weight of milk solids|kg kg cmsc|37.2¢/kg + 6%|Free (JO,MX) 24.8¢/kg + 4% (PE) 29.7¢/kg + 4.8% (KR) 32.2¢/kg + 5.2% (PA) 32.2¢/kg + 5.2% (CO) 37.2¢/kg + 6% (P)(s) See 9910.04.50, 9910.04.66 (SG) See 9911.04.30, 9911.04.44 (CL) See 9912.04.30, 9912.04.46 (MA) See 9913.04.25 (AU) See 9914.04.30, 9914.04.46 (BH) See 9915.04.30, 9915.04.46, 9915.04.70 (P+) See 9916.04.30, 9916.04.46 (OM)|43.8¢/kg + 7%|<desc> See subheadings 9904.18.09-9904.18.18.
||3|Other:|||||
1806.90.20|00|7|Other|kg kg cmsc|52.8¢/kg + 6%|Free (JO,MX) 35.2¢/kg + 4% (PE) 45.7¢/kg + 5.2% (CO) 45.7¢/kg + 5.2% (PA) 47.5¢/kg + 5.4% (KR) 52.8¢/kg + 6% (P)(s) See 9910.04.50, 9910.04.67 (SG) See 9911.04.30, 9911.04.45 (CL) See 9912.04.30, 9912.04.47 (MA) See 9913.04.25 (AU) See 9914.04.30, 9914.04.47 (BH) See 9915.04.30, 9915.04.47, 9915.04.71 (P+) See 9916.04.30, 9916.04.47 (OM)|62.1¢/kg + 7%|<desc> See subheadings 9904.18.09-9904.18.18.
||5|Other:|||||
1806.90.25|00|6|Described in additional U.S. note 3 to this chapter and entered pur- suant to its provisions|kg kg cmsc|3.5%|Free (A,BH,CA,CL,CO,E,IL,J,JO,MA,OM,P,PA,PE,SG) 2.1% (KR)|40%|
||6|Other:|||||
1806.90.28|00|7|Containing less than 21 percent by weight of milk solids|kg kg cmsc|37.2¢/kg + 6%|Free (JO,MX) 24.8¢/kg + 4% (PE) 29.7¢/kg + 4.8% (KR,PA) 32.2¢/kg + 5.2% (CO) 37.2¢/kg + 6% (P)(s) See 9910.04.50, 9910.04.66 (SG) See 9911.04.30, 9911.04.44 (CL) See 9912.04.30, 9912.04.46 (MA) See 9913.04.25 (AU) See 9914.04.30, 9914.04.46 (BH) See 9915.04.30, 9915.04.46, 9915.04.70 (P+) See 9916.04.30, 9916.04.46 (OM)|43.8¢/kg + 7%|<desc> See subheadings 9904.18.19-9904.18.30.
1806.90.30|00|7|Other|kg kg cmsc|52.8¢/kg + 6%|Free (JO,MX) 35.2¢/kg + 4% (PE) 42.2¢/kg + 4.8% (KR) 45.7¢/kg + 5.2% (CO) 45.7¢/kg + 5.2% (PA) 52.8¢/kg + 6% (P)(s) See 9910.04.50, 9910.04.67 (SG) See 9911.04.30, 9911.04.45 (CL) See 9912.04.30, 9912.04.47 (MA) See 9913.04.25 (AU) See 9914.04.30, 9914.04.47 (BH) See 9915.04.30, 9915.04.47, 9915.04.71 (P+) See 9916.04.30, 9916.04.47 (OM)|62.1¢/kg + 7%|<desc> See subheadings 9904.18.19-9904.18.30.
||4|Other:|||||
||5|Blended syrups described in additional U.S. note 4 to chapter 17:|||||
1806.90.35|00|6|Described in additional U.S. note 9 to chapter 17 and entered pursuant to its provisions|kg|3.5%|Free (CO,OM,PA,PE) 2.1% (KR)|40%|
1806.90.39|00|6|Other|kg|37.2¢/kg + 6%|Free (JO,MX) 29.7¢/kg + 4.8% (KR) See 9822.05.20 (P+) See 9822.09.17 (PA) See 9910.17.05, 9910.17.60 (SG) See 9911.17.05, 9911.17.60 (CL) See 9912.17.05, 9912.17.60 (MA) See 9914.17.05, 9914.17.60 (BH) See 9916.17.05, 9916.17.60 (OM) See 9822.08.01 (CO) See 9822.06.10 (PE)|43.8¢/kg + 7%|<desc> See subheadings 9904.17.66-9904.17.84.
||5|Articles containing over 65 percent by dry weight of sugar described in additional U.S. note 2 to chapter 17:|||||
1806.90.45|00|6|Described in additional U.S. note 7 to chapter 17 and entered pursuant to its provisions|kg|3.5%|Free (CO,OM,PA,PE) 2.1% (KR)|40%|
1806.90.49|00|6|Other|kg|37.2¢/kg + 6%|Free (JO,MX) 29.7¢/kg + 4.8% (KR) See 9822.05.20 (P+) See 9822.09.17 (PA) See 9910.17.05, 9910.17.60 (SG) See 9911.17.05, 9911.17.60 (CL) See 9912.17.05, 9912.17.60 (MA) See 9914.17.05, 9914.17.60 (BH) See 9916.17.05, 9916.17.60 (OM) See 9822.08.01 (CO) See 9822.06.10 (PE)|43.8¢/kg + 7%|<desc> See subheadings 9904.17.17-9904.17.48.
||5|Articles containing over 10 percent by dry weight of sugar described in additional U.S. note 3 to chapter 17:|||||
1806.90.55|00|6|Described in additional U.S. note 8 to chapter 17 and entered pursuant to its provisions|kg|3.5%|Free (A,BH,CA,CL,CO,E,IL,J,JO,MA,OM,P,PA,PE,SG) 2.1% (KR)|40%|
1806.90.59|00|6|Other|kg|37.2¢/kg + 6%|Free (JO,MX) 29.7¢/kg + 4.8% (KR) See 9822.05.20 (P+) See 9822.09.17 (PA) See 9910.17.05, 9910.17.60 (SG) See 9911.17305, 9911.17.60 (CL) See 9912.17.05, 9912.17.60 (MA) See 9914.17.05, 9914.17.60 (BH) See 9916.17.05, 9916.17.60 (OM) See 9822.08.01 (CO) See 9822.06.10 (PE)|43.8¢/kg + 7%|<desc> See subheadings 9904.17.49-9904.17.65.
1806.90.90||5|Other||6%|Free (A,BH,CA,CL,CO,E,IL,J,JO,KR,MA,MX,OM,P,PA,PE,SG) 0.6% (AU)|40%|
||6|Confectionery:|||||
1806.90.90|11|7|Containing peanuts or peanut products|kg||||
1806.90.90|19|7|Other|kg||||
1806.90.90|90|6|Other|kg||||
1901||0|Malt extract; food preparations of flour, groats, meal, starch or malt extract, not containing cocoa or containing less than 40 percent by weight of cocoa calculated on a totally defatted basis, not elsewhere specified or included; food preparations of goods of headings 0401 to 0404, not containing cocoa or containing less than 5 percent by weight of cocoa calculated on a totally defatted basis, not elsewhere specified or included:|||||
1901.10||1|Preparations for infant use, put up for retail sale:|||||
||2|Containing over 10 percent by weight of milk solids:|||||
1901.10.05|00|3|Described in general note 15 of the tariff schedule and entered pursuant to its provisions|kg|17.5%|Free (A+,AU,BH,CA,CL,CO,D,E,IL,J,JO,MA,MX,OM,P,PA,PE,SG) 12.5% (KR)|35%|
||3|Other:|||||
||4|Infant formula containing oligosaccharides:|||||
1901.10.15|00|5|Described in additional U.S. note 2 to this chapter and entered pursuant to its provisions|kg kg cmsc|17.5%|Free (A+,BH,CA,CL,CO,D,E,IL,J,JO,MA,OM,P,PA,PE,SG) 10.5% (KR)|35%|
1901.10.30|00|5|Other|kg kg cmsc|$1.035/kg + 14.9%|Free (JO,MX) 69¢/kg + 9.9% (PE) 82.8¢/kg + 11.9% (KR) 89.7¢/kg + 12.9% (PA) $1.035/kg + 14.9% (P)(s) See 9910.04.50, 9910.04.68 (SG) See 9911.04.30, 9911.04.46 (CL) See 9912.04.30, 9912.04.48 (MA) See 9913.04.25 (AU) See 9914.04.30, 9914.04.48 (BH) See 9915.04.30, 9915.04.48, 9915.04.72 (P+) See 9916.04.30, 9916.04.48 (OM) See 9918.04.60 9918.04.80 (CO)|$1.217/kg + 17.5%|<desc> See subheadings 9904.19.01-9904.19.10.
||4|Other:|||||
||5|Dairy products described in additional U.S. note 1 to chapter 4:|||||
1901.10.35|00|6|Described in additional U.S. note 10 tochapter 4 and entered pursuant to its provisions|kg kg cmsc|17.5%|Free (A+,AU,BH,CA,CL,CO,D,E,IL,J,JO,MA,OM,P,PA,PE,SG) 10.5% (KR)|35%|
1901.10.40|00|6|Other|kg kg cmsc|$1.035/kg + 14.9%|Free (JO,MX) 89.7¢/kg + 12.9% (PA) $1.035/kg + 14.9% (P)(s) See 9910.04.50, 9910.04.68 (SG) See 9920.04.10, 9920.04.24 (KR) See 9911.04.30, 9911.04.46 (CL) See 9912.04.30, 9912.04.48 (MA) See 9913.04.25 (AU) See 9914.04.30, 9914.04.48 (BH) See 9915.04.30, 9915.04.48, 9915.04.72 (P+) See 9916.04.30, 9916.04.48 (OM) See 9917.04.20, 9917.04.34 (PE) See 9918.04.60 9918.04.80 (CO)|$1.217/kg + 17.5%|<desc> See subheadings 9904.04.50-9904.05.01.
1901.10.45|00|5|Other|kg kg cmsc|14.9%|Free (A+,AU,BH,CA,CL,CO,D,E,IL,J,JO,MX,OM,P,PA,PE,SG) 2.9% (MA) 10.6% (KR)|35%|
||2|Other:|||||
1901.10.55|00|3|Described in general note 15 of the tariff schedule and entered pursuant to its provisions|kg|17.5%|Free (A+,AU,BH,CA,CL,CO,D,E,IL,J,JO,MA,MX,OM,P,PA,PE,SG) 12.5% (KR)|35%|
||3|Other:|||||
||4|Infant formula containing oligosaccharides:|||||
1901.10.60|00|5|Described in additional U.S. note 2 to thischapter and entered pursuant to its provisions|kg|17.5%|Free (A+,CA,BH,CL,CO,D,E,IL,J,JO,MA,OM,P,PA,PE,SG) 10.5% (KR)|35%|
1901.10.75|00|5|Other|kg|$1.035/kg + 14.9%|Free (JO,MX) 69¢/kg + 9.9% (PE) 82.8¢/kg + 11.9% (KR) 89.7¢/kg + 12.9% (PA) $1.035/kg + 14.9% (P)(s) See 9910.04.50, 9910.04.68 (SG) See 9911.04.30, 9911.04.46 (CL) See 9912.04.30, 9912.04.48 (MA) See 9913.04.25 (AU) See 9914.04.30, 9914.04.48 (BH) See 9915.04.30, 9915.04.48, 9915.04.72 (P+) See 9916.04.30, 9916.04.48 (OM) See 9918.04.60 9918.04.80 (CO)|$1.217/kg + 17.5%|<desc> See subheadings 9904.19.01-9904.19.10.
||4|Other:|||||
||5|Dairy productsdescribed in additional U.S. note 1 to chapter 4:|||||
1901.10.80|00|6|Described in additional U.S. note 10 to chapter 4 and entered pursuant to its provisions|kg|17.5%|Free (A+,AU,BH,CA,CL,CO,D,E,IL,J,JO,MA,OM,P,PA,PE,SG) 10.5% (KR)|35%|
1901.10.85|00|6|Other|kg|$1.035/kg + 14.9%|Free (JO,MX) 89.7¢/kg + 12.9% (PA) $1.035/kg + 14.9% (P)(s) See 9910.04.50, 9910.04.68 (SG) See 9920.04.10, 9920.04.24 (KR) See 9911.04.30, 9911.04.46 (CL) See 9912.04.30, 9912.04.48 (MA) See 9913.04.25 (AU) See 9914.04.30, 9914.04.48 (BH) See 9915.04.30, 9915.04.48, 9915.04.72 (P+) See 9916.04.30, 9916.04.48 (OM) See 9917.04.20, 9917.04.34 (PE) See 9918.04.60 9918.04.80 (CO)|$1.217/kg + 17.5%|<desc> See subheadings 9904.04.50-9904.05.01.
1901.10.95|00|5|Other|kg|14.9%|Free (A+,AU,BH,CA,CL,CO,D,E,IL,J,JO,MX,OM,P,PA,PE,SG) 2.9% (MA) 10.6% (KR)|35%|
1901.20||1|Mixes and doughs for the preparation of bakers' wares of heading 1905:|||||
||2|Containing over 25 percent by weight of butterfat, not put up for retail sale:|||||
1901.20.02|00|3|Described in general note 15 of the tariff schedule and entered pursuant to its provisions|kg|10%|Free (A,AU,BH,CA,CL,CO,E,IL,J,JO,MA,MX,OM,P,PA,PE,SG) 6% (KR)|20%|
||3|Other:|||||
||4|Dairy products described in additional U.S. note 1 to chapter 4:|||||
1901.20.05|00|5|Described in additional U.S. note 10 to chapter 4 and entered pursuant to its provisions|kg kg cmsc|10%|Free (A*,AU,BH,CA,CL,CO,E,IL,J,JO,MA,OM,P,PA,PE,SG) 6% (KR)|20%|
1901.20.15|00|5|Other|kg kg cmsc|42.3¢/kg + 8.5%|Free (JO,MX) 36.6¢/kg + 7.3% (PA) 42.3¢/kg + 8.5% (P)(s_ See 9910.04.50, 9910.04.69 (SG) See 9920.04.10, 9920.04.25 (KR) See 9911.04.30, 9911.04.47 (CL) See 9912.04.30, 9912.04.49 (MA) See 9913.04.25 (AU) See 9914.04.30, 9914.04.49 (BH) See 9915.04.30, 9915.04.49, 9915.04.73 (P+) See 9916.04.30, 9916.04.49 (OM) See 9917.04.20, 9917.04.35 (PE) See 9918.04.60 9918.04.80 (CO)|49.8¢/kg + 10%|<desc> See subheadings 9904.04.50-9904.05.01.
||4|Other:|||||
||5|Articles containing over 65 percent by dry weight of sugar described in additional U.S. note 2 to chapter 17:|||||
1901.20.20|00|6|Described in additional U.S. note 7 to chapter 17 and entered pursuant to its provisions|kg kg cmsc|10%|Free (CO,OM,PA,PE) 6% (KR)|20%|
1901.20.25|00|6|Other|kg kg cmsc|42.3¢/kg + 8.5%|Free (JO,MX) 33.8¢/kg + 6.8% (KR) See 9822.05.20 (P+) See 9822.09.17 (PA) See 9910.17.05, 9910.17.65 (SG) See 9911.17.05, 9911.17.65 (CL) See 9912.17.05, 9912.17.65 (MA) See 9914.17.05, 9914.17.65 (BH) See 9916.17.05, 9916.17.65 (OM) See 9822.08.01 (CO) See 9822.06.10 (PE)|49.8¢/kg + 10%|<desc> See subheadings 9904.17.17-9904.17.48.
||5|Mixes and doughs described in additional U.S.note 1 to chapter 19:|||||
1901.20.30|00|6|Described in additional U.S. note 3 to this chapter and entered pursuant to its provisions|kg kg cmsc|10%|Free (A,BH,CA,CL,CO,E,IL,J,JO,MA,OM,P,PA,PE,SG) 6% (KR)|20%|
1901.20.35|00|6|Other|kg kg cmsc|42.3¢/kg + 8.5%|Free (JO,MX) 33.8¢/kg + 6.8% (KR) See 9822.05.20 (P+) See 9822.09.17 (PA) See 9910.17.05, 9910.17.65 (SG) See 9911.17.05, 9911.17.65 (CL) See 9912.17.05, 9912.17.65 (MA) See 9914.17.05, 9914.17.65 (BH) See 9916.17.05, 9916.17.65 (OM) See 9822.08.01 (CO) See 9822.06.10 (PE)|49.8¢/kg + 10%|<desc> See subheadings 9904.19.11-9904.19.19.
1901.20.40|00|5|Other|kg kg cmsc|8.5%|Free (A,AU,BH,CA,CL,CO,E,IL,J,JO,MA,MX,OM,P,PA,PE,SG) 5.1% (KR)|20%|
||2|Other:|||||
1901.20.42|00|3|Described in general note 15 of the tariff schedule and entered pursuant to its provisions|kg|10%|Free (A,AU,BH,CA,CL,CO,E,IL,J,JO,MA,MX,OM,P,PA,PE,SG) 8% (KR)|20%|
||3|Other:|||||
||4|Dairy products described in additional U.S. note 1 to chapter 4:|||||
1901.20.45|00|5|Described in additional U.S. note 10 to chapter 4 and entered pursuant to its provisions|kg kg cmsc|10%|Free (A,AU,BH,CA,CL,CO,E,IL,J,JO,MA,OM,P,PA,PE,SG) 6% (KR)|20%|
1901.20.50|00|5|Other|kg kg cmsc|42.3¢/kg + 8.5%|Free (JO,MX) 36.6¢/kg + 7.3% (PA) 42.3¢/kg + 8.5% (P)(s) See 9910.04.50, 9910.04.69 (SG) See 9920.04.10, 9920.04.25 (KR) See 9911.04.30, 9911.04.47 (CL) See 9912.04.30, 9912.04.49 (MA) See 9913.04.25 (AU) See 9914.04.30, 9914.04.49 (BH) See 9915.04.30, 9915.04.49, 9915.04.73 (P+) See 9916.04.30, 9916.04.49 (OM) See 9917.04.20, 9917.04.35 (PE) See 9918.04.60 9918.04.80 (CO)|49.8¢/kg + 10%|<desc> See subheadings 9904.04.50-9904.05.01.
||4|Other:|||||
||5|Articles containing over 65 percent by dry weight of sugar described in additional U.S. note 2 to chapter 17:|||||
1901.20.55|00|6|Described in additional U.S. note 7 to chapter 17 and entered pursuant to its provisions|kg|10%|Free (CO,OM,PA,PE) 6% (KR)|20%|
1901.20.60|00|6|Other|kg|42.3¢/kg + 8.5%|Free (JO,MX) 33.8¢/kg + 6.8% (KR) See 9822.05.20 (P+) See 9822.09.17 (PA) See 9910.17.05, 9910.17.65 (SG) See 9911.17.05, 9911.17.65 (CL) See 9912.17.05, 9912.17.65 (MA) See 9914.17.05, 9914.17.65 (BH) See 9916.17.05, 9916.17.65 (OM) See 9822.08.01 (CO) See 9822.06.10 (PE)|49.8¢/kg + 10%|<desc> See subheadings 9904.17.17-9904.17.48. 
||5|Mixes and doughs described in additional U.S. note 1 to chapter 19:|||||
1901.20.65|00|6|Described in additional U.S. note 3 to this chapter and entered pursuant to its provisions|kg|10%|Free (A,BH,CA,CL,CO,E,IL,J,JO,MA,OM,P,PA,PE,SG) 6% (KR)|20%|
1901.20.70|00|6|Other|kg|42.3¢/kg + 8.5%|Free (JO,MX) 33.8¢/kg + 6.8% (KR) See 9822.05.20 (P+) See 9822.09.17 (PA) See 9910.17.05, 9910.17.65 (SG) See 9911.17.05, 9911.17.65 (CL) See 9912.17.05, 9912.17.65 (MA) See 9914.17.05, 9914.17.65 (BH) See 9916.17.05, 9916.17.65 (OM) See 9822.08.01 (CO) See 9822.06.10 (PE)|49.8¢/kg + 10%|<desc> See subheadings 9904.19.11-9904.19.19.
1901.20.80|00|5|Other|kg|8.5%|Free (A,AU,BH,CA,CL,CO,E,IL,J,JO,MA,MX,OM,P,PA,PE,SG) 5.1% (KR)|20%|
1901.90||1|Other:|||||
||2|Malt extract:|||||
1901.90.10|00|3|Fluid|liters|3.2¢/liter|Free (A+,AU,BH,CA,CL,CO,D,E,IL,J,JO,KR,MA,MX,OM,P,PA,PE,SG)|26¢/liter|
1901.90.20|00|3|Solid or condensed|kg|9.6%|Free (A+,AU,BH,CA,CL,CO,D,E,IL,J,JO,MA,MX,OM,P,PA,PE,SG) 5.7% (KR)|60%|
1901.90.25|00|2|Puddings ready for immediate consumption without further preparation|kg|Free||30%|
1901.90.28|00|2|Dry mixtures containing less than 31 percent by weight of butterfat and consisting of not less than 17.5 percent by weight each of sodium caseinate, butterfat, wheysolids containing over 5.5 percent by weight of butterfat, and dried whole milk, but not containing dried milk, dried whey or dried buttermilk any of which contain 5.5 percent or less by weight of butterfat|kg kg cmsc|0.37¢/kg|Free (A,AU,BH,CA,CL,CO,E,IL,J,JO,KR,MA,MX,OM,P,PA,PE,SG)|12.1¢/kg|
1901.90.32|00|2|Cajeta not made from cow's milk Margarine cheese:|kg|11.2%|Free (A+,AU,BH,CA,CL,CO,D,E,IL,J,JO,MA,MX,OM,P,PA,PE,SG) 8% (KR)|35%|
1901.90.33|00|3|Described in general note 15 of the tariff schedule and entered pursuant to its provisions|kg|10%|Free (A+,AU,BH,CA,CL,CO,D,E,IL,J,JO,MA,MX,OM,P,PA,PE,SG) 8% (KR)|20%|
1901.90.34|00|3|Described in additional U.S. note 23 to chapter 4 and entered pursuant to its provisions|kg kg cmsc|10%|Free (A+,BH,CA,CL,CO,D,E,IL,J,JO,MA,OM,P,PA,PE,SG) 6% (KR)|20%|
1901.90.36|00|3|Other|kg kg cmsc|$1.128/kg|Free (JO,MX) 97.7¢/kg (KR) $1.128/kg (P)(s) See 9908.04.05 (IL) See 9910.04.90, 9910.04.98 (SG) See 9911.04.90, 9911.04.98 (CL) See 9912.04.70, 9912.04.78 (MA) See 9914.70.30, 9914.04.78 (BH) See 9915.04.80, 9915.04.88, 9915.04.97 (P+) See 9916.17.05, 9916.17.65 (OM) See 9917.04.58, 9917.04.58 (PE) See 9918.04.50 9918.04.59 (CO) See 9919.04.50, 9919.04.57, 9919.04.67 (PA)|$1.328/kg|<desc> See subheadings 9904.06.29-9904.06.37.
||2|Other:|||||
||3|Dairy products described in additional U.S. note 1 to chapter 4:|||||
||4|Dairy preparations containing over 10 percent by weight of milk solids:|||||
1901.90.38|00|5|Described in general note 15 of the tariff schedule and entered pursuant to its provisions|kg|16%|Free (A+,AU,BH,CA,CL,CO,D,E,IL,J,JO,MA,MX,OM,P,PA,PE,SG) 11.4% (KR)|25%|
1901.90.42|00|5|Described in additional U.S. note 10 to chapter 4 and entered pursuant to its provisions|kg kg cmsc|16%|Free (A,AU,BH,CA,CL,CO,D,E,IL,J,JO,MA,OM,P,PA,PE,SG) 9.6% (KR)|25%|
1901.90.43|00|5|Other|kg kg cmsc|$1.035/kg + 13.6%|Free (JO,MX) 89.7¢/kg + 11.7% (PA) $1.035/kg + 13.6% (P)(s) See 9910.04.50, 9910.04.70 (SG) See 9920.04.10, 9920.04.26 (KR) See 9911.04.30, 9911.04.48 (CL) See 9912.04.30, 9912.04.50 (MA) See 9913.04.25 (AU) See 9914.04.30, 9914.04.50 (BH) See 9915.04.30, 9915.04.50, 9915.04.74 (P+) See 9916.04.30, 9916.04.50 (OM) See 9917.04.20, 9917.04.36 (PE) See 9918.04.60 9918.04.80 (CO)|$1.217/kg + 16%|<desc> See subheadings 9904.04.50-9904.05.01.
||4|Other:|||||
